Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,catr,voie,v1,circ,nbv,vosp,prof,pr,pr1,plan,larrout,surf,infra,situ,vma,id_vehicule_x,num_veh_x,senc,catv,obs,obsm,choc,manv,motor,id_usager,id_vehicule_y,num_veh_y,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp
202400000006,25,3,2024,04:00,5,13,13215,2,2,1,3,Petite Ourse (rue de la),43.34147,5.37306,4,Petite Ourse (rue de la),0,2,3,0,2,0,0,1,-1.0,1,5,1,50,155 781 749,B01,2,7,0,2,6,19,1,203 988 568,155 781 749,B01,1,1,1,1,1987.0,4,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 746,A01,2,7,0,2,2,15,1,203 988 558,155 781 746,A01,4,2,3,1,2001.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 746,A01,2,7,0,2,2,15,1,203 988 559,155 781 746,A01,2,2,3,1,2001.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 746,A01,2,7,0,2,2,15,1,203 988 560,155 781 746,A01,3,2,1,1,2003.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 746,A01,2,7,0,2,2,15,1,203 988 561,155 781 746,A01,1,1,1,1,1997.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 746,A01,2,7,0,2,2,15,1,203 988 562,155 781 747,B01,1,1,1,1,1996.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 747,B01,3,7,0,2,3,9,2,203 988 558,155 781 746,A01,4,2,3,1,2001.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 747,B01,3,7,0,2,3,9,2,203 988 559,155 781 746,A01,2,2,3,1,2001.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 747,B01,3,7,0,2,3,9,2,203 988 560,155 781 746,A01,3,2,1,1,2003.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 747,B01,3,7,0,2,3,9,2,203 988 561,155 781 746,A01,1,1,1,1,1997.0,5,1,0,-1,-1, -1,-1
202400000007,24,3,2024,02:45,5,13,13201,2,1,1,3,HUILES (PLACE AUX),43.29253,5.37197,6,HUILES (PLACE AUX),0,2,2,0,1,0,0,2,-1.0,1,9,1,50,155 781 747,B01,3,7,0,2,3,9,2,203 988 562,155 781 747,B01,1,1,1,1,1996.0,5,1,0,-1,-1, -1,-1
202400000008,24,3,2024,14:45,1,07,07281,2,1,1,2,MARCALE (RUE DE),44.94319,4.84435,4,MARCALE (RUE DE),0,2,2,0,1,-1, -1,1,-1.0,1,0,1,50,155 781 742,A01,1,7,0,2,1,2,1,203 988 552,155 781 742,A01,1,1,1,1,1981.0,0,1,0,-1,-1, -1,-1
202400000008,24,3,2024,14:45,1,07,07281,2,1,1,2,MARCALE (RUE DE),44.94319,4.84435,4,MARCALE (RUE DE),0,2,2,0,1,-1, -1,1,-1.0,1,0,1,50,155 781 742,A01,1,7,0,2,1,2,1,203 988 553,155 781 743,B01,1,1,4,1,1959.0,0,1,0,-1,-1, -1,-1
202400000008,24,3,2024,14:45,1,07,07281,2,1,1,2,MARCALE (RUE DE),44.94319,4.84435,4,MARCALE (RUE DE),0,2,2,0,1,-1, -1,1,-1.0,1,0,1,50,155 781 743,B01,1,7,0,2,4,2,1,203 988 552,155 781 742,A01,1,1,1,1,1981.0,0,1,0,-1,-1, -1,-1
202400000008,24,3,2024,14:45,1,07,07281,2,1,1,2,MARCALE (RUE DE),44.94319,4.84435,4,MARCALE (RUE DE),0,2,2,0,1,-1, -1,1,-1.0,1,0,1,50,155 781 743,B01,1,7,0,2,4,2,1,203 988 553,155 781 743,B01,1,1,4,1,1959.0,0,1,0,-1,-1, -1,-1
202400000009,24,3,2024,03:40,3,07,07281,2,1,1,6,TOURTOUSSE (CHEMIN DE),44.92386,4.81623,4,TOURTOUSSE (CHEMIN DE),0,2,1,0,1,-1, -1,2,-1.0,1,0,3,50,155 781 741,A01,1,7,6,5,2,14,1,203 988 547,155 781 741,A01,4,2,4,1,2005.0,5,1,0,-1,-1, -1,-1
202400000009,24,3,2024,03:40,3,07,07281,2,1,1,6,TOURTOUSSE (CHEMIN DE),44.92386,4.81623,4,TOURTOUSSE (CHEMIN DE),0,2,1,0,1,-1, -1,2,-1.0,1,0,3,50,155 781 741,A01,1,7,6,5,2,14,1,203 988 548,155 781 741,A01,3,2,1,2,2006.0,5,1,0,-1,-1, -1,-1
202400000009,24,3,2024,03:40,3,07,07281,2,1,1,6,TOURTOUSSE (CHEMIN DE),44.92386,4.81623,4,TOURTOUSSE (CHEMIN DE),0,2,1,0,1,-1, -1,2,-1.0,1,0,3,50,155 781 741,A01,1,7,6,5,2,14,1,203 988 549,155 781 741,A01,7,2,1,1,2005.0,5,1,0,-1,-1, -1,-1
202400000009,24,3,2024,03:40,3,07,07281,2,1,1,6,TOURTOUSSE (CHEMIN DE),44.92386,4.81623,4,TOURTOUSSE (CHEMIN DE),0,2,1,0,1,-1, -1,2,-1.0,1,0,3,50,155 781 741,A01,1,7,6,5,2,14,1,203 988 550,155 781 741,A01,9,2,1,2,2006.0,5,1,0,-1,-1, -1,-1
202400000009,24,3,2024,03:40,3,07,07281,2,1,1,6,TOURTOUSSE (CHEMIN DE),44.92386,4.81623,4,TOURTOUSSE (CHEMIN DE),0,2,1,0,1,-1, -1,2,-1.0,1,0,3,50,155 781 741,A01,1,7,6,5,2,14,1,203 988 551,155 781 741,A01,1,1,4,1,2005.0,5,1,0,-1,-1, -1,-1
202400000010,25,3,2024,19:50,5,06,06088,2,1,1,7,Avenue Félix Faure,43.699069,7.2761,4,FAURE (AV. FELIX),0,1,2,1,1,0,0,1,-1.0,1,0,5,50,155 781 740,A01,1,33,12,0,8,18,1,203 988 546,155 781 740,A01,1,1,3,1,1979.0,0,2,6,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 738,B01,2,7,0,2,4,1,1,203 988 539,155 781 738,B01,1,1,1,1,1983.0,5,1,4,-1,-1, -1,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 738,B01,2,7,0,2,4,1,1,203 988 540,155 781 739,A01,1,1,1,1,2003.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 738,B01,2,7,0,2,4,1,1,203 988 541,155 781 739,A01,7,2,1,2,2012.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 738,B01,2,7,0,2,4,1,1,203 988 542,155 781 739,A01,9,2,4,1,2009.0,9,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 738,B01,2,7,0,2,4,1,1,203 988 543,155 781 739,A01,8,2,4,2,2014.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 738,B01,2,7,0,2,4,1,1,203 988 544,155 781 739,A01,3,2,4,2,1979.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 738,B01,2,7,0,2,4,1,1,203 988 545,155 781 739,A01,2,2,4,1,1965.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 739,A01,2,7,0,2,1,2,1,203 988 539,155 781 738,B01,1,1,1,1,1983.0,5,1,4,-1,-1, -1,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 739,A01,2,7,0,2,1,2,1,203 988 540,155 781 739,A01,1,1,1,1,2003.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 739,A01,2,7,0,2,1,2,1,203 988 541,155 781 739,A01,7,2,1,2,2012.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 739,A01,2,7,0,2,1,2,1,203 988 542,155 781 739,A01,9,2,4,1,2009.0,9,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 739,A01,2,7,0,2,1,2,1,203 988 543,155 781 739,A01,8,2,4,2,2014.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 739,A01,2,7,0,2,1,2,1,203 988 544,155 781 739,A01,3,2,4,2,1979.0,5,1,4,-1,0,0,-1
202400000011,24,3,2024,19:35,2,75,75112,2,1,1,2,BD PERIPHERIQUE EXTERIEUR,48.84046,2.413686,4,PORTE DE VINCENNES,0,1,4,0,1,32,600,1,-1.0,1,0,1,70,155 781 739,A01,2,7,0,2,1,2,1,203 988 545,155 781 739,A01,2,2,4,1,1965.0,5,1,4,-1,0,0,-1
202400000012,24,3,2024,01:20,3,75,75117,2,1,1,7,BD PERIPHERIQUE INTERIEUR,48.895031,2.306589,4,PORTE DE CLICHY,0,1,4,0,1,19,0,1,-1.0,8,0,1,70,155 781 737,A01,1,33,0,0,7,1,1,203 988 538,155 781 737,A01,1,1,4,1,1993.0,4,2,6,-1,-1, -1,-1
202400000013,25,3,2024,17:40,1,75,75119,2,1,1,6,RUE GASTON TESSIER,48.895989,2.374084,4,RUE GASTON TESSIER,0,2,2,0,1,-1, -1,1,-1.0,1,0,1,30,155 781 736,A01,2,2,0,1,2,1,1,203 988 536,155 781 736,A01,1,1,4,1,2010.0,5,2,6,-1,-1, -1,-1
202400000013,25,3,2024,17:40,1,75,75119,2,1,1,6,RUE GASTON TESSIER,48.895989,2.374084,4,RUE GASTON TESSIER,0,2,2,0,1,-1, -1,1,-1.0,1,0,1,30,155 781 736,A01,2,2,0,1,2,1,1,203 988 537,155 781 736,A01,10,3,1,1,2000.0,0,0,-1,-1,3,5,1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE CRIMEE,0,-1,2,1,1,-1, -1,1,-1.0,1,0,1,30,155 781 734,Z01,2,1,0,2,2,17,5,203 988 534,155 781 734,Z01,1,1,1,1,2000.0,0,8,0,-1,-1, -1,-1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE CRIMEE,0,-1,2,1,1,-1, -1,1,-1.0,1,0,1,30,155 781 734,Z01,2,1,0,2,2,17,5,203 988 535,155 781 735,A01,1,1,4,1,1958.0,5,8,0,-1,-1, -1,-1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE CRIMEE,0,-1,2,1,1,-1, -1,1,-1.0,1,0,1,30,155 781 735,A01,2,1,0,2,3,1,5,203 988 534,155 781 734,Z01,1,1,1,1,2000.0,0,8,0,-1,-1, -1,-1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE CRIMEE,0,-1,2,1,1,-1, -1,1,-1.0,1,0,1,30,155 781 735,A01,2,1,0,2,3,1,5,203 988 535,155 781 735,A01,1,1,4,1,1958.0,5,8,0,-1,-1, -1,-1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE THIONVILLE,0,1,1,0,1,-1, -1,1,-1.0,1,0,8,30,155 781 734,Z01,2,1,0,2,2,17,5,203 988 534,155 781 734,Z01,1,1,1,1,2000.0,0,8,0,-1,-1, -1,-1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE THIONVILLE,0,1,1,0,1,-1, -1,1,-1.0,1,0,8,30,155 781 734,Z01,2,1,0,2,2,17,5,203 988 535,155 781 735,A01,1,1,4,1,1958.0,5,8,0,-1,-1, -1,-1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE THIONVILLE,0,1,1,0,1,-1, -1,1,-1.0,1,0,8,30,155 781 735,A01,2,1,0,2,3,1,5,203 988 534,155 781 734,Z01,1,1,1,1,2000.0,0,8,0,-1,-1, -1,-1
202400000014,25,3,2024,15:10,1,75,75119,2,3,1,3,RUE DE CRIMEE,48.887588,2.380353,4,RUE DE THIONVILLE,0,1,1,0,1,-1, -1,1,-1.0,1,0,8,30,155 781 735,A01,2,1,0,2,3,1,5,203 988 535,155 781 735,A01,1,1,4,1,1958.0,5,8,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,8,20,155 781 732,A01,3,80,0,2,1,1,3,203 988 532,155 781 732,A01,1,1,4,2,1998.0,2,8,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,8,20,155 781 732,A01,3,80,0,2,1,1,3,203 988 533,155 781 733,B01,1,1,4,2,1988.0,1,2,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,8,20,155 781 733,B01,1,80,0,2,1,1,3,203 988 532,155 781 732,A01,1,1,4,2,1998.0,2,8,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,8,20,155 781 733,B01,1,80,0,2,1,1,3,203 988 533,155 781 733,B01,1,1,4,2,1988.0,1,2,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,QUAI DE LA GIRONDE,0,2,2,3,2,-1, -1,1,-1.0,1,6,8,20,155 781 732,A01,3,80,0,2,1,1,3,203 988 532,155 781 732,A01,1,1,4,2,1998.0,2,8,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,QUAI DE LA GIRONDE,0,2,2,3,2,-1, -1,1,-1.0,1,6,8,20,155 781 732,A01,3,80,0,2,1,1,3,203 988 533,155 781 733,B01,1,1,4,2,1988.0,1,2,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,QUAI DE LA GIRONDE,0,2,2,3,2,-1, -1,1,-1.0,1,6,8,20,155 781 733,B01,1,80,0,2,1,1,3,203 988 532,155 781 732,A01,1,1,4,2,1998.0,2,8,0,-1,-1, -1,-1
202400000015,25,3,2024,09:00,1,75,75119,2,3,1,1,QUAI DE LA GIRONDE,48.895772,2.383612,4,QUAI DE LA GIRONDE,0,2,2,3,2,-1, -1,1,-1.0,1,6,8,20,155 781 733,B01,1,80,0,2,1,1,3,203 988 533,155 781 733,B01,1,1,4,2,1988.0,1,2,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,BOULEVARD BARBES,0,1,2,2,2,-1, -1,1,-1.0,1,0,5,30,155 781 730,B01,2,50,1,0,2,22,3,203 988 529,155 781 730,B01,1,1,4,1,1968.0,1,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,BOULEVARD BARBES,0,1,2,2,2,-1, -1,1,-1.0,1,0,5,30,155 781 730,B01,2,50,1,0,2,22,3,203 988 530,155 781 731,A01,1,1,1,1,1976.0,4,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,BOULEVARD BARBES,0,1,2,2,2,-1, -1,1,-1.0,1,0,5,30,155 781 730,B01,2,50,1,0,2,22,3,203 988 531,155 781 731,A01,2,2,1,1,1970.0,9,1,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,BOULEVARD BARBES,0,1,2,2,2,-1, -1,1,-1.0,1,0,5,30,155 781 731,A01,3,10,1,2,2,22,1,203 988 529,155 781 730,B01,1,1,4,1,1968.0,1,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,BOULEVARD BARBES,0,1,2,2,2,-1, -1,1,-1.0,1,0,5,30,155 781 731,A01,3,10,1,2,2,22,1,203 988 530,155 781 731,A01,1,1,1,1,1976.0,4,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,BOULEVARD BARBES,0,1,2,2,2,-1, -1,1,-1.0,1,0,5,30,155 781 731,A01,3,10,1,2,2,22,1,203 988 531,155 781 731,A01,2,2,1,1,1970.0,9,1,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 730,B01,2,50,1,0,2,22,3,203 988 529,155 781 730,B01,1,1,4,1,1968.0,1,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 730,B01,2,50,1,0,2,22,3,203 988 530,155 781 731,A01,1,1,1,1,1976.0,4,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 730,B01,2,50,1,0,2,22,3,203 988 531,155 781 731,A01,2,2,1,1,1970.0,9,1,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 731,A01,3,10,1,2,2,22,1,203 988 529,155 781 730,B01,1,1,4,1,1968.0,1,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 731,A01,3,10,1,2,2,22,1,203 988 530,155 781 731,A01,1,1,1,1,1976.0,4,8,0,-1,-1, -1,-1
202400000016,25,3,2024,13:40,1,75,75118,2,2,1,3,BOULEVARD BARBES,48.8894654,2.34958917,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 731,A01,3,10,1,2,2,22,1,203 988 531,155 781 731,A01,2,2,1,1,1970.0,9,1,0,-1,-1, -1,-1
202400000017,25,3,2024,09:00,1,75,75117,2,3,1,6,RUE GUILLAUME TELL,48.884462,2.294478,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 729,A01,1,7,0,1,4,26,1,203 988 527,155 781 729,A01,10,3,4,2,1981.0,3,0,-1,-1,3,3,1
202400000017,25,3,2024,09:00,1,75,75117,2,3,1,6,RUE GUILLAUME TELL,48.884462,2.294478,4,inconnu,-1,1,-1,-1,1,-1, -1,1,-1.0,1,0,1,30,155 781 729,A01,1,7,0,1,4,26,1,203 988 528,155 781 729,A01,1,1,1,1,1982.0,5,8,0,-1,3,3,1
202400000017,25,3,2024,09:00,1,75,75117,2,3,1,6,RUE GUILLAUME TELL,48.884462,2.294478,4,RUE GUILLAUME TELL,0,1,1,0,1,-1, -1,1,-1.0,1,0,1,30,155 781 729,A01,1,7,0,1,4,26,1,203 988 527,155 781 729,A01,10,3,4,2,1981.0,3,0,-1,-1,3,3,1
202400000017,25,3,2024,09:00,1,75,75117,2,3,1,6,RUE GUILLAUME TELL,48.884462,2.294478,4,RUE GUILLAUME TELL,0,1,1,0,1,-1, -1,1,-1.0,1,0,1,30,155 781 729,A01,1,7,0,1,4,26,1,203 988 528,155 781 729,A01,1,1,1,1,1982.0,5,8,0,-1,3,3,1
202400000018,25,3,2024,09:25,1,75,75115,2,1,1,3,BOULEVARD VICTOR,48.836521,2.276649,4,BOULEVARD VICTOR,0,1,2,1,1,-1, -1,1,-1.0,1,0,1,50,155 781 727,A01,2,7,0,2,3,9,1,203 988 525,155 781 727,A01,1,1,1,1,1999.0,1,8,0,-1,-1, -1,-1
202400000018,25,3,2024,09:25,1,75,75115,2,1,1,3,BOULEVARD VICTOR,48.836521,2.276649,4,BOULEVARD VICTOR,0,1,2,1,1,-1, -1,1,-1.0,1,0,1,50,155 781 727,A01,2,7,0,2,3,9,1,203 988 526,155 781 728,B01,1,1,4,2,1982.0,1,8,0,-1,-1, -1,-1
202400000018,25,3,2024,09:25,1,75,75115,2,1,1,3,BOULEVARD VICTOR,48.836521,2.276649,4,BOULEVARD VICTOR,0,1,2,1,1,-1, -1,1,-1.0,1,0,1,50,155 781 728,B01,2,1,0,2,7,1,5,203 988 525,155 781 727,A01,1,1,1,1,1999.0,1,8,0,-1,-1, -1,-1
202400000018,25,3,2024,09:25,1,75,75115,2,1,1,3,BOULEVARD VICTOR,48.836521,2.276649,4,BOULEVARD VICTOR,0,1,2,1,1,-1, -1,1,-1.0,1,0,1,50,155 781 728,B01,2,1,0,2,7,1,5,203 988 526,155 781 728,B01,1,1,4,2,1982.0,1,8,0,-1,-1, -1,-1
